Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDU13,8.355,0.188619537,146.4418,OUT017,3089.9778,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ07,15.1,0.094037291,62.3194,OUT049,495.3552,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY13,12.1,0.030188505,77.367,OUT045,612.536,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP56,8.185,0.046578409,48.6692,OUT045,1182.4608,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRA59,8.27,0.223985293,186.2924,OUT019,555.2772,24,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDY40,15.5,0.085763562,49.0692,OUT013,295.6152,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW40,14.0,0.105145451,144.2812,OUT046,4844.3608,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCW17,18.0,0.019382568,129.3994,OUT035,3340.9844,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRN37,9.6,0.09086047280000001,166.5158,OUT049,3509.4318,10,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDZ19,6.425,0.093002339,177.7712,OUT027,4921.5936,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW34,9.6,0.035549527,244.117,OUT013,5346.374,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC28,7.905,0.054720642,107.8254,OUT027,2387.5588,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB29,16.7,0.052708138,114.7176,OUT017,2404.8696,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE26,9.3,0.089144149,144.9786,OUT049,1011.3502,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDG45,8.1,0.128011859,210.9902,OUT035,6371.706,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCC18,19.1,0.178272728,172.4422,OUT017,1551.9798,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCU54,8.88,0.099024124,208.527,OUT018,3145.905,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDF26,6.825,0.046898544,153.7998,OUT017,922.7988,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX52,11.5,0.041994624,194.782,OUT035,3475.476,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR04,7.075,0.022694623,98.8068,OUT017,2527.3768,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCP06,20.7,0.039467795,151.7366,OUT017,604.5464,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDN25,7.895,0.061270647,56.7588,OUT049,343.5528,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCH42,6.86,0.036686158,229.601,OUT018,2526.711,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDO46,9.6,0.014200671,187.1872,OUT013,3214.4824,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCG54,12.1,0.079806266,172.1106,OUT046,3422.212,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDU07,11.1,0.059797172,151.8366,OUT013,1057.9562,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRJ11,9.5,0.07255022477777778,190.9872,OUT045,3025.3952,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDH10,21.0,0.049381666,193.0478,OUT049,1549.9824,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDN56,5.46,0.107057186,144.9786,OUT046,2022.7004,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY56,16.35,0.109274313,225.3062,OUT019,677.1186,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCQ53,17.6,0.018889593,236.259,OUT013,4727.18,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCN54,20.35,0.021369722,75.8328,OUT045,154.4656,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCC43,7.39,0.092927148,249.5066,OUT049,4267.1122,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDB35,12.3,0.113139486,92.9804,OUT019,183.7608,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDX33,9.195,0.117387066,160.2578,OUT013,4492.8184,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCT06,17.1,0.038730229,166.2842,OUT035,4807.7418,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDM50,13.0,0.030211742,59.322,OUT018,539.298,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC37,15.5,0.032924463,107.2938,OUT049,2143.876,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT54,8.695,0.120022543,94.8094,OUT018,1428.141,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDG34,11.5,0.037388493,107.8254,OUT027,1410.8302,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCW54,7.5,0.096413261,55.3588,OUT046,1030.6584,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDZ46,7.485,0.069405301,112.1228,OUT018,1105.228,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCK19,9.8,0.090649107,194.3478,OUT045,4649.9472,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCQ05,11.395,0.021649904,150.8708,OUT045,4363.6532,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCE54,20.7,0.02689477,76.7354,OUT035,2482.7682,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDH17,16.2,0.016679232,96.3726,OUT049,2740.4328,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB23,19.2,0.00978492,225.9062,OUT019,451.4124,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRL49,13.15,0.056429024,144.2812,OUT046,1282.3308,12,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDT03,21.25,0.009998763,182.3608,OUT046,551.2824,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW59,13.15,0.020757926,84.3566,OUT045,761.0094,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCB18,19.6,0.041374909,89.2514,OUT045,1416.8224,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDI22,12.6,0.096756649,208.7612,OUT017,5226.53,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ50,12.8,0.079523619,181.7608,OUT017,4961.5416,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDS14,7.285,0.048590783,155.1288,OUT017,1414.1592,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN19,13.1,0.012167988,190.253,OUT017,4174.566,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDG46,8.63,0.032976399,114.6518,OUT045,2846.295,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDS04,10.195,0.147492524,141.5838,OUT017,1685.8056,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM58,16.85,0.059170157333333334,110.0544,OUT049,2572.6512,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB60,9.3,0.028566433,193.0136,OUT049,4860.34,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH28,15.85,0.110479217,36.7506,OUT018,531.3084,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCU53,5.485,0.042838514,163.7842,OUT045,1657.842,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL44,18.25,0.012264903,162.8894,OUT013,3397.5774,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI22,12.6,0.096132367,208.9612,OUT013,4181.224,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRM37,15.35,0.168780127,197.8768,OUT019,197.0768,24,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDX40,12.85,0.099193899,38.1164,OUT045,656.4788,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRG15,6.13,0.076721393,59.4536,OUT035,2021.3688,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDV19,14.85,0.06173052,159.1578,OUT019,160.4578,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRF01,5.655,0.174934513,145.0102,OUT013,1895.5326,22,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCV54,11.1,0.0345396278,119.1124,OUT046,1303.6364,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDO21,11.6,0.009802791,223.0404,OUT018,1125.202,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA40,16.0,0.09942555,87.0856,OUT049,527.3136,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE59,12.15,0.062384659,34.6532,OUT049,719.064,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDX47,6.55,0.034745307,158.8288,OUT018,4399.6064,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW34,9.6,0.035579135,244.417,OUT046,1944.136,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCM30,19.1,0.067569539,43.0796,OUT018,619.194,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDA02,14.0,0.029697925,143.0786,OUT013,3178.5292,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV19,14.85,0.03525037,160.9578,OUT035,2246.4092,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT48,4.92,0.045916788,198.8084,OUT013,2976.126,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD09,13.5,0.021539999,182.4976,OUT045,1629.8784,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ25,15.7,0.027673055,169.279,OUT045,3735.138,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCE19,8.97,0.092997032,55.2956,OUT035,873.5296,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRE25,15.35,0.073283193,91.812,OUT046,1771.028,12,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDC14,14.5,0.041049322,41.2454,OUT027,1342.2528,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO15,16.75,0.008525061,72.5038,OUT027,2512.7292,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDC46,17.7,0.117201696,184.0266,OUT017,2397.5458,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCX42,6.36,0.005977465,163.3526,OUT035,2631.2416,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDK52,18.25,0.0747262132,225.3062,OUT027,4288.4178,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDD04,16.0,0.157528118,142.9154,OUT019,141.8154,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDF12,8.235,0.082427854,149.3076,OUT046,2808.3444,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCL41,12.35,0.041802518,34.8216,OUT049,311.5944,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCW41,18.0,0.015450376,158.9604,OUT046,1584.604,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDO60,20.0,0.057527544,43.1086,OUT010,89.2172,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDZ55,6.055,0.025512207,159.692,OUT018,5592.72,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDZ59,6.63,0.174110803,166.85,OUT010,499.35,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDO24,11.1,0.175362333,158.9604,OUT027,4436.8912,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW14,8.3,0.038367194,87.1198,OUT018,959.4178,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD40,20.25,0.014781046,193.8162,OUT013,3463.4916,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ38,8.6,0.040268044,191.453,OUT049,1707.777,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCO54,19.5,0.014355033,55.4614,OUT017,552.614,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDJ10,5.095,0.129766301,141.6838,OUT045,3231.1274,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDK27,11.0,0.008997141,119.9756,OUT017,1938.8096,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR09,18.25,0.07784544,260.5962,OUT049,3884.943,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO60,20.0,0.03313669422222223,43.4086,OUT018,401.4774,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX50,20.1,0.074265816,109.5228,OUT027,3757.7752,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR44,6.11,0.102422487,131.4968,OUT027,1565.9616,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDD17,7.5,0.032811503,239.6906,OUT017,2614.5966,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDI60,7.22,0.038477325,62.951,OUT018,1138.518,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH31,12.0,0.020411155,98.6042,OUT046,1091.2462,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL50,12.15,0.042552418,123.5046,OUT017,1743.0644,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDO21,11.6,0.009818244,223.1404,OUT017,5175.9292,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDW12,8.315,0.035572183,144.4444,OUT046,2902.888,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT15,12.15,0.04274788,183.695,OUT049,2929.52,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV25,5.905,0.04572322,222.1456,OUT049,5747.1856,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRH13,8.575,0.023934398,105.828,OUT045,958.752,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDG21,17.35,0.146527359,147.905,OUT049,2247.075,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCI55,18.6,0.012651172,123.1414,OUT035,2314.9866,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCO06,19.25,0.107507291,34.8558,OUT027,441.4254,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDR27,15.1,0.096295326,133.4942,OUT045,1457.4362,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA22,7.435,0.08150672511111111,167.5158,OUT027,4345.0108,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS03,7.825,0.079613553,65.0826,OUT035,1162.4868,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDZ12,9.17,0.103398309,143.947,OUT018,2576.646,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ20,20.7,0.16767231,124.2388,OUT010,247.6776,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDV09,12.1,0.020551458,146.6734,OUT013,2227.101,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW09,13.65,0.025961116,80.4302,OUT049,316.9208,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS36,8.38,0.046960237,111.857,OUT049,2966.139,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY19,19.75,0.041533438,119.8466,OUT018,2239.0854,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRC49,8.67,0.065436581,142.9128,OUT046,2013.3792,12,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDN12,15.6,0.08126841,110.2544,OUT045,1789.6704,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ03,12.35,0.072689818,48.7692,OUT018,788.3072,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC46,17.7,0.116723677,182.4266,OUT049,5163.9448,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM02,12.5,0.074035423,87.9198,OUT018,1133.8574,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV20,20.2,0.059751638,129.1678,OUT013,1017.3424,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCH07,13.15,0.092854963,158.7604,OUT045,3010.7476,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL28,10.0,0.0553365575,230.0668,OUT019,691.1004,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDJ46,11.1,0.044606379,174.2054,OUT027,4377.635,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDQ34,10.85,0.162107603,106.3622,OUT013,2117.244,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCD42,16.5,0.012305277333333333,37.3506,OUT027,1024.6662,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDO34,17.7,0.030060895,166.4816,OUT018,2013.3792,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX60,14.35,0.081050006,79.196,OUT017,1278.336,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ28,20.0,0.051783761,125.8678,OUT017,3433.5306,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT36,12.3,0.0966094465,37.2874,OUT013,705.748,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL24,10.3,0.024998007,174.4422,OUT018,3448.844,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ58,15.6,0.105208448,170.5764,OUT013,4466.1864,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY12,9.8,0.14118383,50.5008,OUT018,253.004,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP58,11.1,0.135692831,220.0482,OUT018,2628.5784,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC41,15.6,0.116347087,76.867,OUT027,2526.711,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY07,11.8,0.12150063,46.8402,OUT013,413.4618,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN08,7.72,0.088864488,119.3466,OUT017,3064.0116,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ53,10.5,0.070912843,121.5098,OUT027,2410.196,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX04,19.6,0.041571557,49.9376,OUT046,623.1888,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ19,6.425,0.093454899,175.3712,OUT046,2988.1104,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB45,20.85,0.021329793,105.5306,OUT046,940.7754,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCF54,18.0,0.079299474,170.5422,OUT010,344.8844,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDX21,7.05,0.085138334,108.6912,OUT045,1310.2944,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA50,16.25,0.087175137,98.341,OUT046,1351.574,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRH39,20.7,0.093214498,74.667,OUT017,2143.876,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDA38,5.44,0.025458716,241.2538,OUT013,3124.5994,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCP30,20.5,0.032741422,40.4822,OUT013,589.233,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW19,12.35,0.038560279,109.857,OUT049,1208.427,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF41,12.15,0.130544568,248.046,OUT027,7883.072,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRF23,4.61,0.122629121,175.4396,OUT035,2616.594,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
