Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Identifier,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDG24,83.125,2579.975,0,0.014713909,7.975,2007,OUT017,407,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCM19,112.5202,787.6414,11,0.047237246,12.65,1997,OUT046,1394,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NCO29,166.3526,986.7156,8,0.032306341,11.15,1999,OUT049,1429,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NCM05,262.7226,264.3226,8,0.100171568,6.825,1998,OUT010,1389,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
NCE07,142.6154,709.077,9,0.013130031,8.18,1997,OUT046,1305,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
FDR10,160.4552,2599.2832,13,0.010096684,17.6,2007,OUT017,827,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDO12,194.3452,2740.4328,0,0.055015935,15.75,1999,OUT049,698,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDC17,211.8928,5890.9984,5,0.015460726,12.15,1997,OUT046,247,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDF34,197.6084,595.2252,13,0.02346559,9.3,1998,OUT010,377,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDO22,78.796,239.688,13,0.017932223,13.5,2009,OUT018,705,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDT52,246.0144,4165.2448,5,0.047420609,9.695,2004,OUT035,960,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDR24,88.383,2067.309,0,0.062547321,12.792854228644284,1985,OUT027,839,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDP08,192.2478,3874.956,6,0.112410046,20.5,1997,OUT046,736,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDF39,262.591,4996.829,4,0.019511288,14.85,1997,OUT046,380,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NCQ06,256.1014,2550.014,9,0.041789718,13.0,1987,OUT013,1454,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
FDR04,95.7068,583.2408,5,0.022548195,7.075,1987,OUT013,823,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDQ32,125.1388,1981.4208,6,0.046599684,17.85,2004,OUT035,799,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
DRD15,232.4642,697.0926,4,0.095064731,10.6,1998,OUT010,19,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
FDB02,175.137,3705.177,3,0.029283081,9.695,2009,OUT018,191,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NCS18,108.0938,1607.907,9,0.042383069,12.65,2009,OUT018,1481,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NCS30,127.9652,645.826,9,0.155706798,5.945,1998,OUT010,1483,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
FDN15,141.418,1957.452,10,0.016767995,17.5,2002,OUT045,662,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NCL31,143.847,4866.998,11,0.120961347,7.39,2007,OUT017,1383,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
FDV31,177.937,176.437,6,0.178622919,9.8,1998,OUT010,1041,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDF38,40.6138,406.138,3,0.02633607,11.8,1987,OUT013,379,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
DRK59,235.5616,468.7232,7,0.126287542,8.895,1998,OUT010,112,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
DRJ24,186.8924,2961.4784,14,0.11350542,11.8,1999,OUT049,93,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
FDW51,213.356,6817.792,10,0.094201477,12.792854228644284,1985,OUT027,1109,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDN49,41.248,679.116,2,0.125224466,17.25,1997,OUT046,683,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDE20,168.379,3225.801,6,0.005561798,11.35,2007,OUT017,328,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDV38,54.3956,873.5296,4,0.101980245,19.25,2002,OUT045,1048,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDH60,198.411,2553.343,0,0.081193712,19.7,2007,OUT017,468,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCD55,40.2454,922.7988,9,0.024369007,14.0,1999,OUT049,1303,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FDU13,146.4418,3089.9778,3,0.188619537,8.355,2007,OUT017,977,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDZ07,62.3194,495.3552,6,0.094037291,15.1,1999,OUT049,1220,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDY13,77.367,612.536,3,0.030188505,12.1,2002,OUT045,1177,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDP56,48.6692,1182.4608,6,0.046578409,8.185,2002,OUT045,770,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
DRA59,186.2924,555.2772,14,0.223985293,12.792854228644284,1985,OUT019,2,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
FDY40,49.0692,295.6152,5,0.085763562,15.5,1987,OUT013,1199,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDW40,144.2812,4844.3608,5,0.105145451,14.0,1997,OUT046,1100,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NCW17,129.3994,3340.9844,8,0.019382568,18.0,2004,OUT035,1521,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
DRN37,166.5158,3509.4318,14,0.0,9.6,1999,OUT049,133,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
FDZ19,177.7712,4921.5936,6,0.093002339,12.792854228644284,1985,OUT027,1229,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDW34,244.117,5346.374,13,0.035549527,9.6,1987,OUT013,1094,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDC28,107.8254,2387.5588,5,0.054720642,12.792854228644284,1985,OUT027,253,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDB29,114.7176,2404.8696,5,0.052708138,16.7,2007,OUT017,211,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDE26,144.9786,1011.3502,3,0.089144149,9.3,1999,OUT049,333,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDG45,210.9902,6371.706,6,0.128011859,8.1,2004,OUT035,420,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NCC18,172.4422,1551.9798,9,0.178272728,19.1,2007,OUT017,1286,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
NCU54,208.527,3145.905,9,0.099024124,8.88,2009,OUT018,1508,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
FDF26,153.7998,922.7988,3,0.046898544,6.825,2007,OUT017,372,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDX52,194.782,3475.476,5,0.041994624,11.5,2004,OUT035,1160,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDR04,98.8068,2527.3768,5,0.022694623,7.075,2007,OUT017,823,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCP06,151.7366,604.5464,9,0.039467795,20.7,2007,OUT017,1439,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
FDN25,56.7588,343.5528,2,0.061270647,7.895,1999,OUT049,669,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NCH42,229.601,2526.711,9,0.036686158,6.86,2009,OUT018,1338,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
FDO46,187.1872,3214.4824,13,0.014200671,9.6,1987,OUT013,722,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
NCG54,172.1106,3422.212,9,0.079806266,12.1,1997,OUT046,1331,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
FDU07,151.8366,1057.9562,6,0.059797172,11.1,1987,OUT013,971,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
DRJ11,190.9872,3025.3952,7,0.0,9.5,2002,OUT045,90,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
FDH10,193.0478,1549.9824,13,0.049381666,21.0,1999,OUT049,436,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDN56,144.9786,2022.7004,6,0.107057186,5.46,1997,OUT046,687,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDY56,225.3062,677.1186,6,0.109274313,12.792854228644284,1985,OUT019,1211,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NCQ53,236.259,4727.18,8,0.018889593,17.6,1987,OUT013,1464,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
NCN54,75.8328,154.4656,9,0.021369722,20.35,2002,OUT045,1419,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
NCC43,249.5066,4267.1122,9,0.092927148,7.39,1999,OUT049,1291,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FDB35,92.9804,183.7608,15,0.113139486,12.792854228644284,1985,OUT019,215,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDX33,160.2578,4492.8184,13,0.117387066,9.195,1987,OUT013,1143,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
NCT06,166.2842,4807.7418,9,0.038730229,17.1,2004,OUT035,1490,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
FDM50,59.322,539.298,3,0.030211742,13.0,2009,OUT018,646,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDC37,107.2938,2143.876,0,0.032924463,15.5,1999,OUT049,259,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NCT54,94.8094,1428.141,9,0.120022543,8.695,2009,OUT018,1498,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
FDG34,107.8254,1410.8302,13,0.037388493,12.792854228644284,1985,OUT027,414,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
NCW54,55.3588,1030.6584,9,0.096413261,7.5,1997,OUT046,1528,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
FDZ46,112.1228,1105.228,13,0.069405301,7.485,2009,OUT018,1251,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NCK19,194.3478,4649.9472,11,0.090649107,9.8,2002,OUT045,1368,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
NCQ05,150.8708,4363.6532,8,0.021649904,11.395,2002,OUT045,1453,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
NCE54,76.7354,2482.7682,9,0.02689477,20.7,2004,OUT035,1312,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
FDH17,96.3726,2740.4328,5,0.016679232,16.2,1999,OUT049,440,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDB23,225.9062,451.4124,15,0.00978492,12.792854228644284,1985,OUT019,207,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
DRL49,144.2812,1282.3308,14,0.056429024,13.15,1997,OUT046,119,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDT03,182.3608,551.2824,10,0.009998763,21.25,1997,OUT046,919,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDW59,84.3566,761.0094,1,0.020757926,13.15,2002,OUT045,1115,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NCB18,89.2514,1416.8224,9,0.041374909,19.6,2002,OUT045,1276,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
FDI22,208.7612,5226.53,13,0.096756649,12.6,2007,OUT017,483,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDZ50,181.7608,4961.5416,4,0.079523619,12.8,2007,OUT017,1255,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDS14,155.1288,1414.1592,4,0.0,7.285,2007,OUT017,879,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCN19,190.253,4174.566,11,0.012167988,13.1,2007,OUT017,1411,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
FDG46,114.6518,2846.295,13,0.032976399,8.63,2002,OUT045,421,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDS04,141.5838,1685.8056,5,0.147492524,10.195,2007,OUT017,871,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDM58,110.0544,2572.6512,13,0.0,16.85,1999,OUT049,651,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDB60,193.0136,4860.34,0,0.028566433,9.3,1999,OUT049,235,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDH28,36.7506,531.3084,5,0.110479217,15.85,2009,OUT018,448,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NCU53,163.7842,1657.842,8,0.042838514,5.485,2002,OUT045,1507,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
FDL44,162.8894,3397.5774,6,0.012264903,18.25,1987,OUT013,607,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDI22,208.9612,4181.224,13,0.096132367,12.6,1987,OUT013,483,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
DRM37,197.8768,197.0768,14,0.168780127,12.792854228644284,1985,OUT019,125,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
FDX40,38.1164,656.4788,5,0.099193899,12.85,2002,OUT045,1150,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
DRG15,59.4536,2021.3688,4,0.076721393,6.13,2004,OUT035,54,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
FDV19,159.1578,160.4578,6,0.06173052,12.792854228644284,1985,OUT019,1031,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
DRF01,145.0102,1895.5326,14,0.174934513,5.655,1987,OUT013,37,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
NCV54,119.1124,1303.6364,9,0.0,11.1,1997,OUT046,1518,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
FDO21,223.0404,1125.202,13,0.009802791,11.6,2009,OUT018,704,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDA40,87.0856,527.3136,5,0.09942555,16.0,1999,OUT049,176,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDE59,34.6532,719.064,15,0.062384659,12.15,1999,OUT049,356,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDX47,158.8288,4399.6064,1,0.034745307,6.55,2009,OUT018,1155,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDW34,244.417,1944.136,13,0.035579135,9.6,1997,OUT046,1094,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NCM30,43.0796,619.194,9,0.067569539,19.1,2009,OUT018,1397,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
FDA02,143.0786,3178.5292,4,0.029697925,14.0,1987,OUT013,146,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDV19,160.9578,2246.4092,6,0.03525037,14.85,2004,OUT035,1031,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDT48,198.8084,2976.126,0,0.045916788,4.92,1987,OUT013,956,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDD09,182.4976,1629.8784,6,0.021539999,13.5,2002,OUT045,283,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDZ25,169.279,3735.138,3,0.027673055,15.7,2002,OUT045,1234,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NCE19,55.2956,873.5296,9,0.092997032,8.97,2004,OUT035,1307,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
DRE25,91.812,1771.028,14,0.073283193,15.35,1997,OUT046,31,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDC14,41.2454,1342.2528,3,0.041049322,12.792854228644284,1985,OUT027,244,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDO15,72.5038,2512.7292,10,0.008525061,12.792854228644284,1985,OUT027,700,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDC46,184.0266,2397.5458,13,0.117201696,17.7,2007,OUT017,266,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCX42,163.3526,2631.2416,9,0.005977465,6.36,2004,OUT035,1536,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
FDK52,225.3062,4288.4178,5,0.0,12.792854228644284,1985,OUT027,574,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDD04,142.9154,141.8154,4,0.157528118,12.792854228644284,1985,OUT019,280,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDF12,149.3076,2808.3444,0,0.082427854,8.235,1997,OUT046,364,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NCL41,34.8216,311.5944,8,0.041802518,12.35,1999,OUT049,1384,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NCW41,158.9604,1584.604,8,0.015450376,18.0,1997,OUT046,1525,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
FDO60,43.1086,89.2172,0,0.057527544,20.0,1998,OUT010,731,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDZ55,159.692,5592.72,6,0.025512207,6.055,2009,OUT018,1258,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDZ59,166.85,499.35,0,0.174110803,6.63,1998,OUT010,1262,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDO24,158.9604,4436.8912,0,0.175362333,12.792854228644284,1985,OUT027,707,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDW14,87.1198,959.4178,4,0.038367194,8.3,2009,OUT018,1078,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDD40,193.8162,3463.4916,4,0.014781046,20.25,1987,OUT013,303,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDJ38,191.453,1707.777,3,0.040268044,8.6,1999,OUT049,528,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NCO54,55.4614,552.614,9,0.014355033,19.5,2007,OUT017,1435,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
FDJ10,141.6838,3231.1274,13,0.129766301,5.095,2002,OUT045,513,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDK27,119.9756,1938.8096,10,0.008997141,11.0,2007,OUT017,558,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDR09,260.5962,3884.943,13,0.07784544,18.25,1999,OUT049,826,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDO60,43.4086,401.4774,0,0.0,20.0,2009,OUT018,731,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDX50,109.5228,3757.7752,4,0.074265816,12.792854228644284,1985,OUT027,1158,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDR44,131.4968,1565.9616,6,0.102422487,12.792854228644284,1985,OUT027,854,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDD17,239.6906,2614.5966,5,0.032811503,7.5,2007,OUT017,288,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDI60,62.951,1138.518,0,0.038477325,7.22,2009,OUT018,506,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDH31,98.6042,1091.2462,10,0.020411155,12.0,1997,OUT046,449,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDL50,123.5046,1743.0644,3,0.042552418,12.15,2007,OUT017,611,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDO21,223.1404,5175.9292,13,0.009818244,11.6,2007,OUT017,704,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDW12,144.4444,2902.888,0,0.035572183,8.315,1997,OUT046,1076,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDT15,183.695,2929.52,10,0.04274788,12.15,1999,OUT049,929,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDV25,222.1456,5747.1856,3,0.04572322,5.905,1999,OUT049,1037,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
DRH13,105.828,958.752,14,0.023934398,8.575,2002,OUT045,67,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
FDG21,147.905,2247.075,12,0.146527359,17.35,1999,OUT049,405,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NCI55,123.1414,2314.9866,9,0.012651172,18.6,2004,OUT035,1351,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
NCO06,34.8558,441.4254,9,0.107507291,12.792854228644284,1985,OUT027,1423,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
FDR27,133.4942,1457.4362,10,0.096295326,15.1,2002,OUT045,842,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDA22,167.5158,4345.0108,15,0.0,12.792854228644284,1985,OUT027,161,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDS03,65.0826,1162.4868,10,0.079613553,7.825,2004,OUT035,870,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDZ12,143.947,2576.646,0,0.103398309,9.17,2009,OUT018,1224,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDJ20,124.2388,247.6776,6,0.16767231,20.7,1998,OUT010,518,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
