Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Years,Item_Visibility_MeanRatio,Identifier,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Combine_Drinks,Item_Combine_Food,Item_Combine_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDC58,44.2428,703.0848,13,0.04217956,10.195,2007,OUT017,15,0.6395418047984951,275,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX10,37.1874,247.0118,13,0.123710526,6.385,1997,OUT046,25,1.8757439164991565,1124,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA26,218.6482,3723.8194,4,0.073858923,7.855,1987,OUT013,35,1.1198758098921158,164,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP07,194.711,4910.275,6,0.090267996,18.2,2009,OUT018,13,1.3686761331171624,735,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDY25,180.5976,7968.2944,3,0.033809913,12.792854228644991,1985,OUT027,37,0.5126381778306862,1186,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW32,87.5882,171.7764,6,0.15783357,18.35,1998,OUT010,24,2.393129900254759,1092,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDE23,45.606,1724.422,15,0.053170949,17.6,2004,OUT035,18,0.8061972359671068,331,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRN59,47.306,652.484,7,0.064504433,15.0,2007,OUT017,15,0.9780396357459302,135,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDQ07,221.5456,2873.5928,6,0.087762922,15.1,2009,OUT018,13,1.3306932914963918,778,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX13,251.0092,2181.2889135750365,3,0.047773924,7.725,2004,OUT035,18,0.7243655831702878,1127,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB58,140.0154,3119.9388,13,0.013485235,10.5,1987,OUT013,35,0.2044680297763143,233,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU12,263.8568,790.9704,0,0.132630345,12.792854228644991,1985,OUT019,37,2.0109894511072914,976,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDC35,206.9638,1035.319,15,0.123086812,7.435,2002,OUT045,20,1.866286938350544,258,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA57,39.748,2181.2889135750365,13,0.039867841,18.85,2007,OUT017,15,0.6044906818980436,189,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ58,121.7072,2817.6656,13,0.052166995,17.85,2004,OUT035,18,0.790974920867218,1261,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCL06,262.9594,5233.188,9,0.072178679,14.65,1999,OUT049,23,1.0943993402404206,1376,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDF22,212.6218,2137.218,13,0.056819936,6.865,2004,OUT035,18,0.8615245018671362,370,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY03,113.1202,2181.2889135750365,10,0.07624018,17.6,1999,OUT049,23,1.1559812931989366,1169,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCB18,88.8514,2125.2336,9,0.041256807,19.6,1987,OUT013,35,0.625550688745999,1276,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW34,244.917,2916.204,13,0.035651291,9.6,2002,OUT045,20,0.5405578197007354,1094,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR28,161.221,1794.331,5,0.026042966,13.85,2007,OUT017,15,0.39487290711296763,843,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDO24,156.4604,2376.906,0,0.0,11.1,1999,OUT049,23,0.0,707,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW02,126.7704,2628.5784,4,0.037668051,4.805,1987,OUT013,35,0.571136667138817,1068,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDB09,124.8046,2181.2889135750365,6,0.057118149,12.792854228644991,1985,OUT027,37,0.8660461156590861,196,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDM13,131.3626,262.3252,2,0.063122753,6.425,1987,OUT013,35,0.9570901018756389,625,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCT41,153.7024,2181.2889135750365,8,0.0,12.792854228644991,1985,OUT027,37,0.0,1495,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDB20,77.9986,2181.2889135750365,6,0.051728948,12.792854228644991,1985,OUT027,37,0.7843330931912875,204,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS03,63.4826,2002.0606,10,0.07962861,7.825,1997,OUT046,25,1.2073578992525171,870,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDI26,179.8344,1249.0408,3,0.035028853,5.94,2009,OUT018,13,0.531120188727459,485,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCM43,165.121,2181.2889135750365,11,0.019514867,14.5,2002,OUT045,20,0.29589149961693756,1401,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDP40,112.6544,2684.5056,5,0.034357169,4.555,1997,OUT046,25,0.5209358720201659,762,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ50,184.5608,2181.2889135750365,4,0.079398454,12.8,2009,OUT018,13,1.2038681904071615,1255,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDM40,143.2154,2552.6772,5,0.159936948,10.195,1997,OUT046,25,2.425022081261233,642,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDD09,180.1976,2181.2889135750365,6,0.021529824,13.5,1999,OUT049,23,0.32644300931432085,283,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM03,109.1938,2036.6822,10,0.0,12.792854228644991,1985,OUT027,37,0.0,619,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCA30,190.5872,1890.872,9,0.129226104,19.0,1987,OUT013,35,1.9593731129304819,1269,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDX01,117.015,2181.2889135750365,3,0.024144227,10.1,1987,OUT013,35,0.36608353693221446,1117,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCW42,221.6456,2181.2889135750365,9,0.058587558,18.2,2002,OUT045,20,0.8883258284831921,1526,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDJ20,125.5388,2105.2596,6,0.100091576,20.7,1987,OUT013,35,1.5176248201774922,518,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX37,99.47,2181.2889135750365,3,0.063157164,16.2,2002,OUT045,20,0.957611853952828,1147,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY37,143.647,2181.2889135750365,3,0.044470849,17.0,1998,OUT010,24,0.6742831606204842,1196,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCG06,256.9646,4637.9628,9,0.029420857,16.35,1987,OUT013,35,0.4460897170216674,1324,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDF22,212.0218,2350.9398,13,0.057062186,6.865,2009,OUT018,13,0.8651975843320182,370,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH24,159.1288,2181.2889135750365,0,0.037523149,12.792854228644991,1985,OUT019,37,0.5689396103985638,445,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDI15,263.1884,529.9768,4,0.24749009,12.792854228644991,1985,OUT019,37,3.752534612223124,478,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDI04,199.0426,2181.2889135750365,5,0.073324855,13.65,2007,OUT017,15,1.1117780769474115,470,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCG43,92.4462,2181.2889135750365,9,0.07435487,20.2,1999,OUT049,23,1.1273955383924699,1330,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
DRJ59,40.1164,2181.2889135750365,7,0.01948183,11.65,2007,OUT017,15,0.29539058062667,101,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRL60,151.0682,1829.6184,14,0.027169589,8.52,2009,OUT018,13,0.4119551741339488,121,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDW12,143.3444,1596.5884,0,0.035542581,8.315,1987,OUT013,35,0.538909519206381,1076,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF47,223.6746,2181.2889135750365,15,0.098015889,20.85,2009,OUT018,13,1.4861525001680662,386,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV47,84.5566,253.6698,1,0.094910421,12.792854228644991,1985,OUT019,37,1.4390662667065515,1055,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDU22,119.1124,3673.8844,13,0.093441604,12.35,1999,OUT049,23,1.4167955300014101,984,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCQ38,108.228,213.056,11,0.023402893,12.792854228644991,1985,OUT019,37,0.3548431616338831,1459,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCF06,260.8962,5956.9126,9,0.020229757,6.235,1999,OUT049,23,0.3067309213850261,1314,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDX46,57.6562,2181.2889135750365,13,0.097275539,12.3,1998,OUT010,24,1.474927044635041,1154,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDY26,210.3244,2181.2889135750365,4,0.030683106,20.6,2007,OUT017,15,0.46522839470263644,1187,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDD02,117.7124,2181.2889135750365,3,0.050281492,16.6,2004,OUT035,18,0.7623862397246698,278,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDU35,98.17,2181.2889135750365,1,0.079149445,6.44,1987,OUT013,35,1.2000926255299778,995,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF28,122.9046,1992.0736,5,0.038078899,15.7,2007,OUT017,15,0.5773660937003519,373,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY22,142.4128,575.2512,13,0.159690469,16.5,2004,OUT035,18,2.421284877162733,1184,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI35,182.6634,2181.2889135750365,15,0.041091215,12.792854228644991,1985,OUT027,37,0.6230399227128731,491,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI20,212.1586,5909.6408,6,0.038641968,19.1,2002,OUT045,20,0.5859035503377867,481,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ36,104.1332,2181.2889135750365,0,0.128260071,14.5,1997,OUT046,25,1.9447257698023197,527,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ44,120.1756,2059.9852,6,0.036110222,20.5,1987,OUT013,35,0.5475162981679829,806,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT10,60.6562,2181.2889135750365,13,0.062032774,16.7,2004,OUT035,18,0.9405634444886851,924,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH48,84.554,778.986,0,0.0,13.5,2009,OUT018,13,0.0,461,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV59,216.7166,3918.8988,1,0.048124443,13.35,2002,OUT045,20,0.7296802795273898,1065,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU02,227.9352,2181.2889135750365,4,0.102929093,13.35,2009,OUT018,13,1.5606482832796775,968,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDN57,142.0154,850.8924,13,0.054455125,18.25,2009,OUT018,13,0.8256683787841232,688,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX43,164.75,1498.05,6,0.085757338,5.655,2007,OUT017,15,1.3002838986284961,1151,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCV42,111.0228,221.0456,9,0.052593952,6.26,1998,OUT010,24,0.7974485979361905,1516,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDS13,263.5884,2181.2889135750365,3,0.124482575,6.465,2004,OUT035,18,1.8874500037805997,878,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDP48,183.895,2181.2889135750365,0,0.073685833,7.52,1998,OUT010,24,1.117251356460345,766,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRI23,159.6578,2888.2404,7,0.136532569,12.792854228644991,1985,OUT027,37,2.0701563883557594,81,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DRI25,56.6614,607.8754,14,0.033737273,12.792854228644991,1985,OUT027,37,0.5115367837739307,82,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDS23,127.0994,1927.491,1,0.140889111,4.635,1997,OUT046,25,2.136211860090421,886,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV24,148.205,449.415,0,0.172856719,5.635,1998,OUT010,24,2.6209163405404494,1036,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCN07,130.9284,1977.426,11,0.034082974,18.5,2009,OUT018,13,0.5167784278655393,1407,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDF58,61.451,2181.2889135750365,13,0.009620184,13.3,2009,OUT018,13,0.1458647230519618,392,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRE48,196.0768,4138.6128,14,0.017396308,8.43,2009,OUT018,13,0.26376913877599717,34,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDA21,186.3924,1295.6468,13,0.036016619,13.65,1999,OUT049,23,0.546097055493224,160,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCI42,206.9954,2181.2889135750365,9,0.010386567,18.75,2002,OUT045,20,0.15748490038398907,1348,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDP46,91.083,2181.2889135750365,13,0.074254285,12.792854228644991,1985,OUT027,37,1.125870432098434,765,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCL07,39.148,2181.2889135750365,11,0.031312479,13.85,1987,OUT013,35,0.474771176664123,1377,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDJ02,147.0418,2181.2889135750365,3,0.0,17.2,1997,OUT046,25,0.0,507,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDD22,110.0544,2181.2889135750365,13,0.099630851,10.0,2004,OUT035,18,1.5106391404308144,291,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW34,244.117,5346.374,13,0.035549527,9.6,1987,OUT013,35,0.5390148369805856,1094,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCY18,177.1054,2626.581,9,0.031214809,7.285,2002,OUT045,20,0.4732902686585709,1542,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDW16,90.9804,2181.2889135750365,5,0.04146639,17.35,2004,OUT035,18,0.6287284622949664,1080,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDM20,246.9144,3185.1872,6,0.0,10.0,2009,OUT018,13,0.0,629,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA51,113.2518,3415.554,4,0.163882129,12.792854228644991,1985,OUT027,37,2.484840348142081,185,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDC14,41.0454,545.2902,3,0.0,14.5,2009,OUT018,13,0.0,244,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU14,248.775,3745.125,4,0.034752647,17.75,1997,OUT046,25,0.5269322530606058,978,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDM33,220.1798,5068.7354,13,0.088215871,15.6,2007,OUT017,15,1.3375610687074788,637,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK16,95.3094,1713.7692,5,0.115799592,9.065,2009,OUT018,13,1.755795462603436,551,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCT29,123.0414,4629.9732,8,0.063800266,12.792854228644991,1985,OUT027,37,0.9673627999975358,1493,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDL22,92.5488,2625.9152,13,0.036213953,12.792854228644991,1985,OUT027,37,0.5490891052563819,593,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRK12,31.29,898.83,14,0.041683481,12.792854228644991,1985,OUT027,37,0.6320200748662096,104,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DRK59,235.8616,3046.7008,7,0.07543556,8.895,2004,OUT035,18,1.1437813525884377,112,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCM07,83.2908,1258.362,11,0.039928582,9.395,1987,OUT013,35,0.6054116589960802,1391,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDN34,168.7132,338.2264,13,0.080127283,12.792854228644991,1985,OUT019,37,1.2149189603547257,675,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCL53,177.9028,1416.8224,8,0.036382524,7.5,2009,OUT018,13,0.5516450399692306,1386,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDZ38,170.7422,2181.2889135750365,4,0.008013458,17.6,1999,OUT049,23,0.12150296001183841,1245,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRN47,180.666,2876.256,7,0.016852909,12.1,1999,OUT049,23,0.2555299258210565,134,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDD14,184.2266,2181.2889135750365,3,0.16898615,12.792854228644991,1985,OUT027,37,2.5622293678964225,286,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY50,88.7172,3301.0364,4,0.130321652,12.792854228644991,1985,OUT027,37,1.9759842095176294,1207,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO40,147.8392,2181.2889135750365,5,0.032694281,17.1,2002,OUT045,20,0.4957225603427145,719,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRI01,172.6422,2181.2889135750365,14,0.034506514,7.97,1999,OUT049,23,0.523200295139744,77,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DRI23,161.8578,3530.0716,7,0.137755834,18.85,2009,OUT018,13,2.0887039764730098,81,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDC37,107.2938,2143.876,0,0.032924463,15.5,1999,OUT049,23,0.49921266340951104,259,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH21,159.5604,2852.2872,12,0.031288338,10.395,2002,OUT045,20,0.4744051420561366,443,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCO06,32.4558,101.8674,9,0.108030434,19.25,1997,OUT046,25,1.6379966679008673,1423,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCD31,165.5526,3453.5046,9,0.015497337,12.1,2009,OUT018,13,0.23497625092700103,1299,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDZ43,240.4512,7028.1848,6,0.057047756,11.0,2004,OUT035,18,0.8649787914322524,1248,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN20,170.3474,2181.2889135750365,6,0.043823122,19.35,1998,OUT010,24,0.6644620886463641,664,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDH19,172.4738,1911.5118,10,0.033060937,19.35,1987,OUT013,35,0.5012819317534214,441,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ45,184.9608,2181.2889135750365,13,0.0,9.5,2002,OUT045,20,0.0,807,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC37,106.0938,2181.2889135750365,0,0.033007266,15.5,2009,OUT018,13,0.5004681525626158,259,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCX05,116.5492,810.9444,8,0.097611115,15.2,2007,OUT017,15,1.480015169800099,1529,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDC23,178.9686,2181.2889135750365,15,0.018007487,18.0,2007,OUT017,15,0.27303605670294895,251,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE21,115.0492,2181.2889135750365,6,0.022944688,12.8,1997,OUT046,25,0.34789569104225776,329,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRL01,231.8958,2181.2889135750365,14,0.077486687,19.5,2009,OUT018,13,1.1748812849597314,113,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDC47,227.9694,2181.2889135750365,13,0.118890636,15.0,1997,OUT046,25,1.8026629941393635,267,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL27,64.5826,2181.2889135750365,10,0.010622102,6.17,1987,OUT013,35,0.16105616758054622,597,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA14,148.076,1464.76,4,0.065183228,16.1,1997,OUT046,25,0.988331772017342,155,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCL31,145.147,5296.439,11,0.120467994,7.39,1999,OUT049,23,1.8265794688994925,1383,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDC51,122.873,3448.844,4,0.009676286,10.895,2007,OUT017,15,0.1467153619475028,270,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU13,146.5418,2181.2889135750365,3,0.313934693,8.355,1998,OUT010,24,4.759991810016071,977,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDO01,129.7994,2181.2889135750365,2,0.020835848,21.1,2007,OUT017,15,0.315920693208443,691,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDO37,232.0326,3003.4238,2,0.021420031,8.06,2002,OUT045,20,0.32477828798071184,716,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW02,126.2704,250.3408,4,0.066006824,12.792854228644991,1985,OUT019,37,1.0008194336303324,1068,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRF48,187.5898,2181.2889135750365,14,0.052012483,5.73,2009,OUT018,13,0.7886321538174188,46,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDQ56,82.3908,3691.1952,6,0.105085956,12.792854228644991,1985,OUT027,37,1.593351423277418,815,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE29,61.6878,1029.9926,5,0.143010016,8.905,1987,OUT013,35,2.1683697918352314,335,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA33,147.0076,3103.9596,13,0.033893487,6.48,2004,OUT035,18,0.5139053571657536,169,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
